name,category,url,area_min_m2,area_max_m2,floor,ceiling_height_m,electricity_kw,signage,separate_entrance,restroom,restrictions,contacts_email,raw_requirements
АШАН,Супермаркет/Гипермаркет,/auchan.php,7000.0,20000.0,,,,False,True,False,,arenda@auchan.ru,"Общая площадь помещения от 7000 до 20 000 м2. В Москве или городах Подмосковья рассматриваются города с численностью населения 100 000 человек и более в радиусе 3-х км от них Расположение на первой линии основных магистралей города, либо на въезде/выезде из города, либо на крупных развязках радиальных автодорог, в непосредственной близости от крупных жилых массивов. Наличие в ближайшем окружении перспективных планов жилой застройки, транспортно-пересадочных узлов или планов их строительства является преимуществом. Расположение только на первом торговом уровне. Расположение торгового зала, подсобных и технических помещений на одном уровне, допускается размещение офисного блока на антресольном или другом уровне. Правильная, прямоугольная конфигурация с соотношением сторон 1:1,5. Наличие отдельного входа/выхода с улицы желательно. Наличие зоны погрузки/выгрузки шириной не менее 24 м дополнительно к пятну застройки в случае отсутствия сквозного проезда и возможности организации не менее 3 собственных грузовых ворот в зависимости от формата магазина. Наличие парковки непосредственно перед помещением из расчета 15 машиномест на 100 кв. м общей площади магазина. Возможность подключения инженерных систем (электроснабжение, водоснабжение, канализация, вентиляция, отопление) согласно требованиям компании. Оптимальная высота помещения 7 м для формата магазина Ашан-Сити, и 8 м для формата Ашан-Классик. Оптимальный шаг колонн 16х16 или 16х24. Земельные участки: Площадь от 2 до 20 га. В регионах рассматриваются города с населением не менее 600 000 человек. Категория ВРИ: земли поселений, торговое назначение. Наличие 2 заездов/выездов минимум. Расположение на первой линии трасс, в зонах жилой застройки. Правильная форма участка, плоский рельеф является преимуществом. Собственность/долгосрочная аренда. Наличие легитимного пакета документов. Отсутствие обременений, ограничивающих использование участка."
ДИКСИ,Супермаркет/Гипермаркет,/dixy.php,290.0,,1-ый этаж,,45.0,False,False,False,,realty@dixy.ru,"Магазин у дома (CONVENIENCE) География (строго): Москва, Московская область, Санкт-Петербург, Ленинградская область. Новгородская, Псковская, Тверская, Ярославская, Владимирская, Костромская и Ивановская области. Целевое Расположение: Населенные пункты с количеством жителей более 3 000 человек. Первая линия, наличие в окружении жилья. Пешеходный и автомобильный трафик, парковка для покупателей. Наличие условий для разгрузки. Помещение: Общая площадь помещений: от 290 м² до 700 м² Помещение должно располагаться на первом этаже и иметь отдельный центральный вход. Подсобные помещения должны находиться на одном уровне с торговым залом. Высота потолков не менее 3 метров. Наличие коммуникаций: водоснабжение, теплоснабжение, электроснабжение от 45 кВт. Дарксторы (Darkstore) География: Город Москва (строго) Целевое Расположение: Жилые районы города Москвы. 1-ый этаж. Допускается размещение помещений в цоколе и на втором этаже с наличием грузовых подъемных механизмов (не менее 1100 кг). Помещение: Общая площадь помещений: от 450 м² до 600 м² Высота потолков не менее 3 метров. Наличие коммуникаций: водоснабжение, теплоснабжение, электроснабжение от 45 кВт. Парковка для курьеров. Наличие технической возможности для разгрузки крупногабаритного транспорта."
МАГНИТ,Супермаркет/Гипермаркет,/magnit.php,250.0,,,,,False,False,False,,razvitie_gm@magnit.ru,"Форматы магазинов: Магнит у дома: Площадь помещения от 250 м² до 650 м² Моя цена: Площадь помещения от 130 м² до 320м² ММ Мини: Площадь помещения от 100 м² до 240 м² Ультракон: Площадь помещения от 120 м² до 140м² Гипермаркет Магнит, Магнит Семейный: Площадь помещения от 1000 м² до 10 000 м²"
АЗБУКА ВКУСА,Супермаркет/Гипермаркет,/azbukavkusa.php,200.0,400.0,,,,False,False,False,,smurakhovskiy@azbukavkusa.ru,"Центр Москвы и ближайшее Подмосковье, в престижных микрорайонах с высокой концентрацией проживания целевой аудитории покупателей (как существующей, так и перспективной жилой застройки); на пути следования к престижным пригородам и районам элитной застройки, в центрах бизнес-активности; обязательное условие - помещение должно быть расположено на первой линии домов, с примыкающей парковкой/возможностью ее обустройства или на месте с большим потоком пешеходов. предпочтительная общая площадь помещения от 200 до 400 кв.м. или от 550 до 2000 кв.м. с возможностью организации одного объемного торгового зала минимум на 3/4 площади; торговый зал должен располагаться на первом этаже, иметь отдельный центральный вход-выход, подсобные помещения могут находиться как на одном уровне с торговым залом (лучший вариант), так и под/над ним (при условии наличия лифта или возможности его установки); высота потолка (в идеале) не ниже 3,5 метров; существующие помещения и объекты нового строительства."
ПЯТЕРОЧКА,Супермаркет/Гипермаркет,/pyaterochka.php,250.0,,,,49.5,False,False,False,,support@retailstreets.ru,"Свободный доступ пешеходов и автомобилей Наличие пешеходных дорожек и подъездных путей к магазину Возможность получения разрешительной документации Расположение детских, образовательных учреждений, библиотек, оптовых и розничных рынков, медицинских, спортивных учреждений не препятствуют получению лицензии на алкоголь Требования к торговому залу Площадь от 250 м² Минимальная ширина торгового зала 6,5 м Высота потолка выше 2,5 м Допускается не более 5% площади торгового зала с высотой не ниже 2,1 м Замкнутый контур магазина Подсобки не размещены отдельно от торгового зала с проходом через узкие помещения Подсобки не размещены отдельно от торгового зала с проходом через узкие помещения Соотношение площадей подсобных помещений к торговому залу 20% / 80% Требования к подсобным помещениям Электро-мощность более 49,5 КВт Наличие горячего и холодного водоснабжения, канализации и отопления"
ЛЕНТА,Супермаркет/Гипермаркет,/lenta.php,600.0,1500.0,,,,False,False,False,,yury.yakorev@lenta.com,"Торговая сеть Лента берет в аренду и покупает нежилые помещения для открытия своих магазинов в формате супермаркет и гипермаркет. Также компания приобретает земельный участки под строительство гипермаркетов. Общие требования к недвижимости торговой сети Лента (более подробно уточняйте у менеджеров компании): Под супермаркеты Лента рассматриваются помещения от 600 до 1500 кв.м, земельные участки под застройку от 0,4 до 1,5 га. Под строительство гипермаркетов Лента рассматриваются земельные участки от 1,5 до 6 га. Под гипермаркеты рассматриваются помещения от 5500 кв.м."
ПЕРЕКРЕСТОК,Супермаркет/Гипермаркет,/perekrestok.php,1300.0,3000.0,,,250.0,False,True,False,,perekrestok-razvitie@x5.ru,"Общая площадь от 1300 до 3000 кв.м. Минимальная площадь торгового зала - 800 кв.м; Подключение к основным инженерным системам (водоснабжение, канализация, вентиляция, отопление); Электричество не менее 250 кВт Hаличие отдельного входа/выхода; Наличие зоны погрузки-выгрузки; Наличие парковки перед зданием;"
ОКЕЙ,Супермаркет/Гипермаркет,/okey.php,5000.0,100000.0,,,,False,False,False,,lease@okmarket.ru,"Отдельные здания и торговые центры на первой линии автодорог, локации с высоким автомобильным трафиком, удобными заездами на парковку. От 5000 до 100000 кв.м. одним уровнем. Высота потолков 5,5-6 м. Москва, Московская область, Санкт-Петербург, Ленинградская область, Новосибирск, Екатеринбург, Нижний Новгород, Краснодар"
GLOBUS,Супермаркет/Гипермаркет,/globus.php,30000.0,,,,,False,False,False,,support@retailstreets.ru,Рассматриваются предложения по приобретению земельных участков только на территории Москвы и Московской области площадью от 30 000 кв. м. Требования к земельному участку
САМБЕРИ,Супермаркет/Гипермаркет,/samberi.php,1300.0,,,,400.0,False,False,False,,zaborovski.a@samberi.com,"Самбери рассматривает земельные участки и здания под гипермаркеты на Дальнем Востоке и в Сибири. Земельные участки под строительство Площадь земельного участка от 1,5 Га. Вид разрешенного использования – подходящий для разрешенного торгового объекта/возможность его изменения. Первые линии основных транспортных магистралей с хорошей визуализацией; внутри крупных жилых массивов или в непосредственной близости к ним; удобная транспортная доступность; наличие остановок общественного транспорта. Правильная форма участка – прямоугольник, квадрат. Возможность организации розничной торговли табачными изделиями и алкогольной продукцией. Здания и помещения ОСЗ или помещения в составе ТЦ, ТК, МФК. Площадь от 1 300 кв. м в одном уровне (торговый зал от 1 000 кв. м.). Первые линии основных транспортных магистралей с хорошей визуализацией; внутри крупных жилых массивов или в непосредственной близости к ним; удобная транспортная доступность; наличие остановок общественного транспорта. Парковка – не менее 1 машино-место на 20 кв. м торговой площади. Инженерное обеспечение – электроснабжение не менее 400 кВт по 2-ой категории надежности; водоснабжение не менее 20 куб. м в сутки; наличие водоотведения, теплоснабжения. Нагрузка на пол – не менее 800 кг на кв. м. Возможность организации розничной торговли табачными изделиями и алкогольной продукцией."
КОМАНДОР,Супермаркет/Гипермаркет,/komandor.php,300.0,5000.0,,,,False,False,False,,support@retailstreets.ru,"Рассматриваются нежилые здания и помещения в Красноярском крае, Иркутской области, республиках Хакасия и Тыва. Площадь от 300 до 5000 м2 Требования к помещениям: наличие электричества, водоснабжения, водоотведения, отопления; свободная планировка помещений, площадь торгового зала не менее 60% от общей площади; размещение в жилых массивах, на центральных автомагистралях;"
SPAR,Супермаркет/Гипермаркет,/spar.php,200.0,,,,,False,False,False,,bodrilova@spar-nn.ru,"Рассматриваются регионы: Москва, Московская область, Санкт-Петербург, Нижний Новгород, Нижегородская область, республики Чувашия, Марий Эл, Мордовия, Татарстан, Самарская, Саратовская, Ульяновская, Пензенская области, Ярославская область, Ивановская область, Владимирская область. Площадь от 200 м2. Наличие центральных коммуникаций, подъездных путей, парковки."
КРАСНЫЙ ЯР,Супермаркет/Гипермаркет,/krasyar.php,250.0,650.0,,3.0,50.0,False,False,False,,support@retailstreets.ru,"Красноярский край и Республика Хакасия. Площадь 250 - 650 м2 Нежилое здание или помещение, введено в эксплуатацию, состоит на учете в ЕГРН Высота потолков от 3 м Мощность электричества от 50 Квт Договор от 7 лет"
ЗАКРОМА,Супермаркет/Гипермаркет,/zakroma.php,300.0,1000.0,первый этаж,3.0,80.0,False,False,False,,razvitieruk@kopdom.ru,"Регионы развития Ставропольский, Краснодарский край, КЧР Площадь от 300 до 1000 м2. Населеные пункты от 10 000 человек. Первый этаж Потолки от 3м Электронабжение: от 80 КВт"
ЯРЧЕ,Супермаркет/Гипермаркет,/yarche.php,250.0,500.0,,,,False,False,False,,support@retailstreets.ru,Площадь от 250 до 500 м2
SMART,Супермаркет/Гипермаркет,/smartsupermarket.php,700.0,1200.0,,3.5,100.0,True,False,False,,kalashov@swnn.ru,"Рассматриваются помещения в Москве, Московской области, Нижнем Новгороде, Нижегородской области, Санкт-Петербурге, республиках Чувашия, Марий Эл, Мордовия, Татарстан, Кировской, Костромской, Тульской, Калужской, Рязанской, Пензенской, Ярославской, Ивановской, Владимирской областях. Площадь 700-1200 м2 в одном уровне От 100 кВт, ГВС, ХВС, канализация Нагрузка на пол от 1000 кг/м2. Высота потолков от 3,5м Подъезд для разгрузки автомобилей грузоподъемностью от 5 до 20 тонн Размещение вывески на фасаде здания"
ПОБЕДА,Супермаркет/Гипермаркет,/pobeda.php,180.0,1000.0,,2.8,,False,True,False,,support@retailstreets.ru,"В городах и населённых пунктах Приволжского, Центрального и Южного
федеральных округов с населением от 5 000 человек. 

Площадь от 180 до 1000 м2

Наличие парковки

Высота потолков от 2,8 м

Отдельный вход"
РАЗ ДВА,Супермаркет/Гипермаркет,/razdva.php,120.0,300.0,первый этаж,,35.0,False,False,False,,lugovaia.o@raz2va.ru,"Хабаровск, Владивосток Общая площадь помещения от 120 до 300 м2 Первый этаж Электрическая мощность от 35 кВт Пешеходный/автомобильный трафик Автомобильная парковка"
МАКСИ,Супермаркет/Гипермаркет,/maxiretail.php,200.0,350.0,,,,False,False,False,,hariaa@maxi-net.ru,"Архангельская, Вологодская, Кировская, Костромская и Ярославская области. Помещения от 200 до 350 м² под формат Макси экспресс Помещения от 450 до 2 000 м² под формат Макси супермаркет Помещения от 2 000 м² под формат Макси гипермаркет Земельные участки с видом разрешенного использования «магазины», «торговые центры» площадью от 2000 м²"
КРАСКИ.РУ,Товары для дома,/kraskiru.php,40.0,100.0,цоколь,,,False,False,False,,arenda@kraski.ru,"Центральные улицы, первая линия. Площадь 40-100 кв.м. Первый, второй, цокольный этажи. Возможность подъезда и парковки Жилой массив или офисная зона."
КЕНГУРУ,Товары для дома,/kenguru.php,150.0,1500.0,1 этаж; цоколь; 1 этаж,,,False,False,False,,rent@kenguru.ru,"Московская, Владимирская, Ивановская, Ярославская, Костромская области; Центральная улица города, первая линия; Микрорайон с численностью от 8 000 человек Цоколь; 1 этаж; 2 этаж 150-1500 кв.м."
КОПЕЙКИН ДОМ,Товары для дома,/kopeikindom.php,70.0,200.0,первый этаж,3.0,15.0,False,False,False,,razvitieruk@kopdom.ru,"Площадь от 70 до 200 кв.м. Ставропольский, Краснодарский край, КЧР Населенные пункты от 10 000 человек Высоко проходимый район В составе торгового центра, рынка или отдельностоящее здание Первый этаж Потолки 3м Электронабжение: от 15 КВт"
ЕЩЕ,Товары для дома,/eshe.php,,,,,,False,False,False,,yvorobev@detmir.ru,"Арендуем помещение Москва и Московская область, Тульская область, Тверская области, Ярославская область, Нижегородская область Общая площадь от 520 до 550 м.кв., площадь торгового зала от 400 до 470 м.кв. Приоритетом будут пользоваться площади в одном уровне между складом и залом Торговые центры, отдельно стоящие здания, объекты стрит-ритейла Высота помещения не менее 3-х метров Возможность подъезда и зоны разгрузки большегрузного транспорта Наличие грузового лифта/подъемника Возможность осуществления доставки и разгрузки в рабочее время без ограничений Наличие в помещении системы вентиляции, кондиционирования Наличие необходимых систем пожарной защиты Долгосрочная аренда от 7 лет"
FISSMAN,Товары для дома,/fissman.php,30.0,60.0,первый этаж,,,False,False,False,,retail@fissman.ru,ТРЦ от 10 000 кв.м. Первый этажа либо прикассовая супермаркета Площадь от 30 до 60 кв.м.
ПОСУДА ЦЕНТР,Товары для дома,/posudacentr.php,6000.0,50000.0,,,,False,False,False,,m.zozulia@pc-mail.ru,"Площадь ТЦ – 6000-50000 кв.м. ТЦ – регионального или районного масштаба.

В пределах 10-минутной пешеходной доступности должно проживать не менее 25 тыс. населения

В пределах 10-15 минутной транспортной досягаемости от ТЦ должно проживать не менее 150 тыс. населения.

В зоне 15-минутной пешеходной доступности – население не менее 50 тыс. чел.

Отдельное помещение:

В 10-15 минутной транспортной досягаемости – не менее 200 тыс. жителей.
Расположение на оживленной транспортной магистрали (не менее 10 тыс. машин/день)
Видимость фасада со стороны магистрали."
FIX PRICE,Товары для дома,/fixprice.php,260.0,350.0,цоколь,,20.0,False,False,False,,support@retailstreets.ru,"Общая площадь 260 - 350 м2 (в одном уровне) Разрешенная электрическая нагрузка 10 - 20 КВт Этажность: Первый и второй этажи, цоколь Расположение: Торговые центры, улицы с оживленным пешеходным движением"
ГАЛАМАРТ,Товары для дома,/galamart.php,350.0,450.0,цоколь,,,False,False,False,,arenda@galamart.ru,"ТЦ районного или городского значения Наличие продуктового ритейла Близость транспортных коммуникаций и крупного жилого массива Площадь 350-450 м2 Первый, второй или цокольный этажи Высота потолка не менее 3 метров Вентиляция не менее 2 крат, либо возможность её обеспечения Электропитание 100 Вт/м2 Кондиционирование 100 Вт/м2 или возможность его обеспечения Обязательное наличие второго эвакуационного выхода или возмножность его организации Возможность отдельной загрузки, без пересечения с потоком покупателей"
ТРИ ЦЕНЫ,Товары для дома,/3ceni.php,150.0,300.0,первый этаж; цоколь,,,False,False,False,,razvitie@3ceni.ru,"В центре города или в районах с высоким пешеходным и автомобильным трафиком. Площадь: От 150 до 300 кв.м. Первый этаж, возможность расположения на цокольном этаже с удобным доступом. Полное подключение всех необходимых коммуникаций (электричество, вода, отопление). Наличие парковочных мест для наших покупателей. Предпочтение отдается готовым к эксплуатации помещениям или требующим минимальных вложений."
ПОРЯДОК,Товары для дома,/poryadok.php,1300.0,1800.0,,,,False,False,False,,s.suvorova@sct.ru,"ЦФО, ЮФО, Москва и Московская область, Санкт-Петербург и Ленинградская область, Новгородская область, Псковская область, Нижегородская область, Республика Мордовия, Саратовская область, Казань, Нижний Новгород. Город с населением от 50 000 человек. Первая линия, улица с интенсивным пешеходным и автомобильным трафиком Площадь от 1300-1800 м2"
ЕЩЕ,Товары для дома,/eshe.php,,,,,,False,False,False,,yvorobev@detmir.ru,"Арендуем помещение Москва и Московская область, Тульская область, Тверская области, Ярославская область, Нижегородская область Общая площадь от 520 до 550 м.кв., площадь торгового зала от 400 до 470 м.кв. Приоритетом будут пользоваться площади в одном уровне между складом и залом Торговые центры, отдельно стоящие здания, объекты стрит-ритейла Высота помещения не менее 3-х метров Возможность подъезда и зоны разгрузки большегрузного транспорта Наличие грузового лифта/подъемника Возможность осуществления доставки и разгрузки в рабочее время без ограничений Наличие в помещении системы вентиляции, кондиционирования Наличие необходимых систем пожарной защиты Долгосрочная аренда от 7 лет"
КОПИРКА,Фото/печатные салоны,/kopirka.php,8.0,25.0,,,,False,False,False,,support@retailstreets.ru,"Площадь от 8 до 25 м2 Street retail и торговые центры Шаговая доступность от метро, высокая проходимость"
COPY.RU,Фото/печатные салоны,/copyru.php,15.0,,,,,False,False,False,,support@retailstreets.ru,Площадь от 15 м2 Высокий трафик Первая линия Желательно расположение в шаговой доступности ВУЗов т бизнес-центров
ОНЛАЙН ТРЕЙД,"Электронника, бытовая техника",/onlinetrade.php,20.0,40.0,,,,True,False,False,,klevansky@onlinetrade.ru,"В Москве и МО: аренда площадей от 20 до 40 кв.метров, покупка площадей от 40 до 80 кв.метров. В регионах: аренда площадей от 20 до 250 кв.метров. Для ОСЗ и ТЦ. - пешеходный и автомобильный трафик; - близость остановок общественного транспорта; - фасад здания выходит на проезжую часть улицы или перекрестка, удобен для размещения рекламы; - возможность размещения вывески размерами от 15 * 3 м.; - автостоянка для клиентов не менее 10 машин, перед фасадом здания; - оборудованный дебаркадер для разгрузки товара;"
ОФИСМАГ,"Электронника, бытовая техника",/officemag.php,300.0,800.0,1-й этаж; цоколь,,,True,False,False,,razvitie@officemag.ru,"Фасад здания должен выходить на проходную и проезжую часть улицы или площади, удобен для размещения рекламы, просматриваться с транспортных перекрестков, остановок общественного транспорта. Наличие места для размещения светодиодной вывески не менее 8 х 2 метра. Требования к местоположению: Близость деловой части города и транспортных узлов. Пересечение крупных автомагистралей.   Удобство подъезда на личном и общественном транспорте, высокий пешеходный и автомобильный трафик. Требования к объекту: Площадь 300-800 кв.м. (в зависимости от численности населенного пункта)   Желательно 1-й этаж. Рассматриваем также цоколь и второй, но с нормальной логистикой для клиентов (рядом расположенные эскалаторы и лифт для клиентов с тележками). Долгосрочная аренда - не менее 10 лет - с регистрацией договора."
1С ИНТЕРЕС,"Электронника, бытовая техника",/1cinteres.php,40.0,80.0,,,,False,False,False,,v.gorbachev@gamerepublic.ru,Города с населением свыше 150 000 человек (Московская область) и свыше 350 000 человек в других регионах Преимущественно ТРЦ общей площадью свыше 20 000 м2 Желательно наличие развлекательной составляющей и ресторанного дворика Расположение ТРЦ обеспечено хорошей транспортной доступностью Площадь: от 40 до 80 м2
re:Store,"Электронника, бытовая техника",/restore.php,,,,,,False,False,False,,kiseleva@inventive.ru,
ПОЗИТРОНИКА,"Электронника, бытовая техника",/positronica.php,30.0,50.0,,3.0,20.0,True,True,False,,franch@positronica.ru,"Площадь от 30 до 50 м2 под точки выдачи Интернет-магазина, от 200 м2 для полноформатного магазина ПОЗИТРОНИКА Высота потолка не ниже 3 метров Конфигурация зала – правильный прямоугольник, свободной планировки, без капитальных перегородок Электрическая мощность не менее 20 кВт Помещение обеспечено водоснабжением, канализацией, вентиляцией, отоплением Отдельный вход для погрузочно-разгрузочных работ Фасад здания должен выходить на проходную и проезжую часть улицы или площади, удобен для размещения рекламы, просматриваться с транспортных перекрестков, остановок общественного транспорта Возможность размещения рекламной вывески на фасаде здания Торговое место в наиболее активной зоне (для торговых центров) Первая линия домов (хорошая видимость с улицы) Соседство с магазинами сопутствующих товаров (товары для дома, офиса и интерьера) Близость транспортных узлов Удобство подъезда на личном и общественном транспорте, высокий пешеходный трафик Наличие автостоянки непосредственно перед входом"
ЭЛЬДОРАДО,"Электронника, бытовая техника",/eldorado.php,1500.0,,,,,False,False,False,,Roman.Halimetov@eldorado.ru,"- площадь - от 1500 м2 до 3000 м2 в торгово-развлекательных центрах,

- наличие оборудованных мест разгрузки товара,

- наличие парковки, транспортная доступность."
МВИДЕО,"Электронника, бытовая техника",/mvideo.php,350.0,500.0,,,,False,False,False,,expansion@mvideo.ru,"Формат 1: Общая площадь 350 - 500 м2; Формат 2: Общая площадь 550 - 1000 м2; Формат 3: Общая площадь более 1000 м2. Локация: Пересечение крупных автомагистралей; Близость транспортных узлов; Удобство подъезда на личном и общественном транспорте, высокий пешеходный трафик; Наличие автостоянки; Близость крупных жилых массивов."
DNS,"Электронника, бытовая техника",/dns.php,70.0,,цоколь; торговый центр,,,False,False,False,,support@retailstreets.ru,"- здание: торговый центр или отдельно-стоящее здание; - месторасположение: высокий пешеходный трафик, удобный подъезд на личном и общественном транспорте; - фасад здания должен выходить на пешеходную и проезжую часть улицы, просматриваться с транспортных развязок, с остановок общественного транспорта; - наличие парковки; - возможность размещения рекламы и рекламных конструкций на фасаде здания, а так же на крыше; - этажность: цоколь, первый или второй; - торговый зал: желательно правильный прямоугольник, свободная планировка, без капитальных перегородок; - площадь: от 70 кв. м."
СИТИЛИНК,"Электронника, бытовая техника",/citilink.php,15.0,40.0,,,30.0,True,False,False,,rent@citilink.ru,Площадь помещения 15 – 40 м2 Возможность размещения вывески на фасаде здания или навигации внутри ТЦ Наличие зоны разгрузки с удобным подъездом Высокий трафик Наличие парковки Наличие остановок общественного транспорта в шаговой доступности Наличие жилого массива в непосредственной близости от помещения Площадь помещения 350 – 4 500 м2 Наличие зоны разгрузки с удобными подъездными путями Электрическая мощность от 30 кВт до 200 кВт Возможность размещения вывески на фасаде здания Нагрузка на пол 400 кг/м2 Возможность организации внутренних помещений под требуемую для арендатора планировку
OPERA,Ювелирный,/opera.php,,,1 этаж; 1 этаж,,,False,False,False,,vyselkova@opera-jewellery.ru,"Торговые центры Место под остров или киоск, площадь 10 кв.м. 1 этаж торговой галереи"
VALTERA,Ювелирный,/valtera.php,,,,,,False,False,False,,,
SKAZKA Natali Romanovoi,Ювелирный,/skazka.php,,,,,,False,False,False,,,
SUNLIGHT,Ювелирный,/sunlight.php,100.0,500.0,,,,True,False,False,,arenda@sunlight.net,"Ювелирная сеть Sunlight рассматривает помещения для аренды под размещение ювелирных салонов. Крупные города от 200 тыс. населения Площадь магазина от 100 до 500 м2 Входные зоны, центральные галереи Ширина витрины не менее 6 м"
АЛМАЗ-ХОЛДИНГ,Ювелирный,/almaz.php,,,,,,False,False,False,,,
МОСКОВСКИЙ ЮВЕЛИРНЫЙ ЗАВОД,Ювелирный,/muz.php,,,,,,False,False,False,,Rent@miuz.ru,Рассматриваются города с населением от 150 тысяч человек. Площадь рассматриваемых объектов: - островная торговля о 8 до 20 метров; - помещение от 20 до 150 метров. Размещение только на первом этаже
585 GOLD,Ювелирный,/585gold.php,,,,,,False,False,False,,rent2013@zoloto585.ru,
585 ЗОЛОТОЙ,Ювелирный,/zoloto585.php,,,,,,False,False,False,,support@retailstreets.ru,
ЛИНИИ ЛЮБВИ,Ювелирный,/liniilubvi.php,30.0,80.0,,,,False,False,False,,arenda@liniilubvi.ru,Ювелирный салон площадь 30-80 кв. м. Островная конструкция площадь  15-25 кв. м.
LADY COLLECTION,Ювелирный,/ladycollection.php,25.0,50.0,,,,False,False,False,,razvitie@ladycollection.com,Lady Collection – крупнейший бренд модной бижутерии и аксессуаров Площадь от 25 до 50 м2
ЮВЕЛИР КАРАТ,Ювелирный,/juvelircarat.php,100.0,300.0,,,,True,False,False,,marketing@jeweller-karat.ru,"Крупные города с населением от 200 тыс. человек; торговые центры класса «А» и «В»; площадь торгового помещения от 100 до 300 м2; ширина витрины от 6 м.; расположение: входные зоны, центральные галереи; долгосрочный договор аренды; развитая инфраструктура."
КАТАЛОГ АРЕНДАТОРОВ,Ювелирный,/arendatorov.php,,,,,,False,False,False,,support@retailstreets.ru,
